"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality"
"13",437,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French"
"14",545,381,"Dr. Edmond Privat",0,"Interpreter","First Division","Transit Conference",1889,1921,3,10,NA,NA,NA,"Swiss"
"15",546,381,"Dr. Edmond Privat",0,"Interpreter","First Division","Translation",1889,1921,9,2,1921,10,7,"Swiss"
"16",547,381,"Dr. Edmond Privat",0,"Member of Section","First Division","Intellectual Cooperation and International Bureaux Section",1889,1921,12,7,1922,3,6,"Swiss"
"17",548,381,"Dr. Edmond Privat",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"Swiss"
"18",549,381,"Dr. Edmond Privat",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"Swiss"
"19",550,381,"Dr. Edmond Privat",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"Swiss"
"20",674,449,"Gabriel Hanotaux",0,"President","President","Advisory and Technical Committee for Communications and Transit of the League of Nations",1853,1921,3,10,NA,NA,NA,"French"
"21",675,449,"Gabriel Hanotaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1853,NA,NA,NA,NA,NA,NA,"French"
"22",676,449,"Gabriel Hanotaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1853,NA,NA,NA,NA,NA,NA,"French"
"23",677,449,"Gabriel Hanotaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1853,NA,NA,NA,NA,NA,NA,"French"
"24",678,449,"Gabriel Hanotaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1853,NA,NA,NA,NA,NA,NA,"French"
"25",1169,780,"Arthur Henderson",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"British"
"26",1170,780,"Arthur Henderson",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"British"
"27",1171,780,"Arthur Henderson",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"British"
"28",1477,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"29",1478,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"30",1479,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"31",1480,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"32",1481,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"33",1482,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"34",1483,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"35",1484,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"36",1485,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"37",1486,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"38",1487,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"39",1488,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"40",1489,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"41",1490,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"42",1491,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"43",1492,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"44",1493,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"45",1494,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"46",1495,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"47",1496,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"48",1497,995,"Dr. Christian Lous Lange",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"Scandinavian"
"49",2516,1846,"Dr. Max Huber",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1874,NA,NA,NA,NA,NA,NA,"Swiss"
"50",2517,1846,"Dr. Max Huber",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1874,NA,NA,NA,NA,NA,NA,"Swiss"
"51",2518,1846,"Dr. Max Huber",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1874,NA,NA,NA,NA,NA,NA,"Swiss"
"52",2519,1846,"Dr. Max Huber",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1874,NA,NA,NA,NA,NA,NA,"Swiss"
"53",2571,1856,"Joseph Louis Marie Charles Avenol",0,"Deputy Secretary General","First Division","Deputy Secretary-General's Office",1879,1923,2,1,1933,7,1,"French"
"54",2572,1856,"Joseph Louis Marie Charles Avenol",0,"Secretary-General","First Division","Secretary-General's Office",1879,1933,7,1,1940,8,31,"French"
"55",4422,3390,"Paul Bastid",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"French"
"56",4423,3390,"Paul Bastid",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"French"
"57",4424,3390,"Paul Bastid",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",NA,NA,NA,NA,NA,NA,NA,"French"
"58",4425,3390,"Paul Bastid",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"French"
"59",4426,3390,"Paul Bastid",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"French"
"60",4427,3390,"Paul Bastid",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",NA,NA,NA,NA,NA,NA,NA,"French"
"61",4428,3390,"Paul Bastid",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"French"
"62",4437,3400,"Dr. G. G.  Kullmann",0,"Member of Section","First Division","Intellectual Cooperation and International Bureaux Section",NA,1931,3,30,1938,12,15,"Swiss"
"63",5446,4277,"Henri Bonnet",0,"Member of Section","First Division","Information Section",1888,1921,1,1,1931,1,3,"French"
"64",5954,4714,"Gerald Heguerty Furtado Abraham",0,"Member of Section","First Division","Political Section",1884,1920,8,1,1932,4,1,"British"
"65",5955,4714,"Gerald Heguerty Furtado Abraham",0,"Counsellor","Second Division","Political Section",1884,1932,4,1,1939,4,11,"British"
"66",5956,4714,"Gerald Heguerty Furtado Abraham",0,"Member of Section","First Division","London Office",1884,1945,6,19,1946,5,23,"British"
"67",5964,4718,"Bryan Fullerton Adams",0,"Secretary","First Division","Disarmament Section",1887,1928,11,27,1939,5,26,"British"
"68",6104,4856,"Robert André Felix Bach",0,"Expert/Specialist","First Division","Disarmament Section",1889,1937,9,1,1940,6,10,"French"
"69",6136,4871,"Francisco Walker-Linares",0,"Correspondent","Second Division","Information Section",1894,1929,5,1,1946,7,31,"South American"
"70",6137,4871,"Francisco Walker-Linares",0,"Delegate","Delegate","League of Nations",1894,NA,NA,NA,NA,NA,NA,"South American"
"71",6138,4872,"Jessie Irene Wall",1,"Expert/Specialist","First Division","Social Questions and Opium Traffic Section",1890,1926,1,25,1927,3,20,"British"
"72",6149,4880,"Frank Paul Walters",0,"Personal Assistant","First Division","Secretary-General's Office",1888,1919,5,15,1920,1,10,"British"
"73",6150,4880,"Frank Paul Walters",0,"Head of Section","First Division","Secretary-General's Office",1888,1920,1,10,NA,NA,NA,"British"
"74",6151,4880,"Frank Paul Walters",0,"Member of Section","First Division","Political Section",1888,1920,1,10,1931,1,1,"British"
"75",6152,4880,"Frank Paul Walters",0,"Head of Section","First Division","Political Section",1888,1931,1,1,1933,7,1,"British"
"76",6153,4880,"Frank Paul Walters",0,"Under Secretary General","First Division","Under Secretaries-Generals' in charge of Political Section Office",1888,1933,7,1,1939,6,1,"British"
"77",6154,4880,"Frank Paul Walters",0,"Deputy Secretary General","First Division","Deputy Secretary-General's Office",1888,1939,6,1,1940,5,29,"British"
"78",6157,4883,"Pierre Henry Watier",0,"Director","First Division","Communications and Transit Section",1882,1937,2,15,1937,8,20,"French"
"79",6188,4904,"C.H. Wykes",0,"Member of Section","First Division","Information Section",NA,1919,8,19,1920,1,9,"British"
"80",6190,4906,"Harold Nicolson",0,"Member of Section","First Division","Political Section",NA,1919,10,21,NA,NA,NA,"British"
"81",6199,4913,"Frank Horsfall Nixon",0,"Acting Director","Director","Economic and Financial Section",NA,1921,1,15,1923,3,31,"British"
"82",6206,4915,"Julian Nogueira",0,"Member of Section","First Division","Mandates Section",NA,1921,1,28,NA,NA,NA,"South American"
"83",6207,4915,"Julian Nogueira",0,"Member of Section","First Division","Information Section",NA,1922,NA,NA,1934,10,14,"South American"
"84",6208,4915,"Julian Nogueira",0,"Member of Section","First Division","Political Section",NA,1934,10,15,1939,6,15,"South American"
"85",6210,4915,"Julian Nogueira",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"South American"
"86",6211,4915,"Julian Nogueira",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"South American"
"87",6217,4922,"Bertil Gotthard Ohlin",0,"Member of Section","First Division","Economic and Financial Section",NA,1931,1,1,1931,10,15,"Scandinavian"
"88",6218,4922,"Bertil Gotthard Ohlin",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Scandinavian"
"89",6220,4924,"Christian Olsen",0,"Member of Section","First Division","Economic and Financial Section",NA,1923,2,1,1924,7,31,"Scandinavian"
"90",6228,4931,"Konni Zilliacus",0,"Member of Section","First Division","Information Section",1894,1920,1,16,1938,10,15,"British"
"91",6233,4936,"Guillaume Théodore Conrad Zwerner",0,"Delegate of a Commission","League of Nations staff","High Commission for Refugees",1883,1922,NA,NA,1923,NA,NA,"Swiss"
"92",6234,4936,"Guillaume Théodore Conrad Zwerner",0,"Delegate of a Commission","League of Nations staff","High Commission for Refugees",1883,NA,NA,NA,1924,8,NA,"Swiss"
"93",6239,4936,"Guillaume Théodore Conrad Zwerner",0,"Member of Section","First Division","Refugee Section",1883,1929,1,1,1930,1,1,"Swiss"
"94",6245,4940,"Luis Varela-Obregoso",0,"Correspondent","Second Division","League of Nations",NA,1927,12,1,1928,11,30,"South American"
"95",6254,4943,"Marc Veillet-Lavallee",0,"League of Nations staff","League of Nations staff","Personnel Office",1901,1931,5,18,1931,11,22,"French"
"96",6259,4948,"Eugène Henri René  Vigier",0,"Assistant","Second Division","Information Section",1886,1920,3,3,1921,2,18,"French"
"97",6260,4948,"Eugène Henri René  Vigier",0,"Head of Department","First Division","Précis-Writing Department",1886,1921,2,18,1946,8,31,"French"
"98",6261,4948,"Eugène Henri René  Vigier",0,"Head of Department","First Division","Printing & Publishing Department",1886,1921,2,18,1946,8,31,"French"
"99",6262,4948,"Eugène Henri René  Vigier",0,"Member of Section","First Division","Political Section",1886,1927,1,1,NA,NA,NA,"French"
"100",6263,4948,"Eugène Henri René  Vigier",0,"Counsellor","Second Division","Political Section",1886,1931,4,2,NA,NA,NA,"French"
"101",6264,4948,"Eugène Henri René  Vigier",0,"Chief of Section","First Division","Political Section",1886,1938,2,1,1946,8,31,"French"
"102",6265,4948,"Eugène Henri René  Vigier",0,"League of Nations staff","League of Nations staff","Library",1886,1941,1,1,1946,8,31,"French"
"103",6266,4948,"Eugène Henri René  Vigier",0,"Translator","First Division","Translation",1886,1941,1,14,1946,8,31,"French"
"104",6267,4948,"Eugène Henri René  Vigier",0,"Assistant","Second Division","Secretary-General's Office",1886,1942,4,8,1946,8,31,"French"
"105",6282,4952,"Pierre Achille Louis Eugène Quesnay",0,"Member of Section","First Division","Economic and Financial Section",NA,1923,11,15,1926,12,31,"French"
"106",6285,4955,"John Leslie Palmer",0,"Member of Section","First Division","Précis-Writing Department",NA,1919,1,10,1936,NA,NA,"British"
"107",6286,4955,"John Leslie Palmer",0,"Member of Section","First Division","Social Questions and Opium Traffic Section",NA,1938,NA,NA,1939,3,24,"British"
"108",6287,4955,"John Leslie Palmer",0,"Member of Section","First Division","Information Section",NA,1931,NA,NA,NA,NA,NA,"British"
"109",6288,4955,"John Leslie Palmer",0,"Member of Section","First Division","Disarmament Section",NA,NA,NA,NA,NA,NA,NA,"British"
"110",6296,4963,"Humbert Denis Parodi",0,"Translator","First Division","Translation",NA,NA,NA,NA,NA,NA,NA,"Swiss"
"111",6307,4974,"Peter Martin Anker",0,"Member of Section","First Division","Mandates Section",1903,1931,8,1,1939,6,12,"Scandinavian"
"112",6308,4974,"Peter Martin Anker",0,"Member of Section","First Division","Department I (Department of General Affairs)",1903,1939,6,12,1946,7,31,"Scandinavian"
"113",6325,4985,"Stanley Hartnoll Bailey",0,"Secretary","First Division","Social Questions and Opium Traffic Section",1904,1938,4,13,1938,4,13,"British"
"114",6338,4995,"Michael Barkway",0,"Expert/Specialist","First Division","Radiodiffusion",1911,1937,5,29,1938,6,14,"British"
"115",6350,11396,"Ada Catherine Harcourt",1,"Shorthand Typist","Second Division","Pool",1907,1946,4,6,1946,4,18,"British"
"116",6351,11396,"Ada Catherine Harcourt",1,"Shorthand Typist","Second Division","Pool",1907,1946,7,1,1946,7,31,"British"
"117",6352,5005,"Vernon Bartlett",0,"Head of Section","First Division","London Office",1894,1922,11,1,1932,10,31,"British"
"118",6353,5006,"S. B. McElderry",0,"Expert/Specialist","First Division","Social Questions and Opium Traffic Section",NA,1922,3,15,1922,6,15,"British"
"119",6359,5010,"Hugh McKinnon Wood",0,"Member of Section","First Division","Legal Section",1884,1920,11,1,NA,NA,NA,"British"
"120",6360,5010,"Hugh McKinnon Wood",0,"Counsellor","Second Division","Legal Section",1884,1931,1,1,NA,NA,NA,"British"
"121",6361,5010,"Hugh McKinnon Wood",0,"Head of Section","First Division","Legal Section",1884,1939,9,11,1940,7,3,"British"
"122",6363,5012,"Maurice Edward Marie Baumont",0,"Member of Section","First Division","Deputy Secretary-General's Office",1892,1927,3,1,1931,1,1,"French"
"123",6364,5012,"Maurice Edward Marie Baumont",0,"Member of Section","First Division","Economic and Financial Section",1892,1931,1,1,1930,1,31,"French"
"124",6393,9729,"Adelaide Hannah King",1,"Shorthand Typist","Second Division","Pool",1898,1922,5,1,1922,8,5,"British"
"125",6394,5036,"Reginald Berkeley",0,"Member of Section","First Division","Information Section",NA,1922,1,1,1922,11,1,"British"
"126",6406,5042,"Oscar Uno Konrad Thorsing",0,"Member of Section","First Division","Information Section",1896,1925,10,1,1924,12,31,"Scandinavian"
"127",6408,5044,"George Herbert Mair",0,"Assistant Head of Section","First Division","Information Section",1887,1919,8,16,1922,10,31,"British"
"128",6418,5056,"André D. Toledano",0,"Member of Section","First Division","Information Section",1888,1919,8,8,1924,12,31,"French"
"129",6419,5056,"André D. Toledano",0,"Member of Section","First Division","Précis-Writing Department",1888,1921,2,NA,1924,12,31,"French"
"130",6420,9729,"Adelaide Hannah King",1,"Shorthand Typist","Second Division","Pool",1898,1922,9,1,NA,NA,NA,"British"
"131",6421,9729,"Adelaide Hannah King",1,"Shorthand Typist","Second Division","Pool",1898,1927,9,5,1927,9,27,"British"
"132",6425,9729,"Adelaide Hannah King",1,"Shorthand Typist","Second Division","Pool",1898,1930,11,6,NA,NA,NA,"British"
"133",6427,5063,"Charles Blackman",0,"Member of Section","First Division","Disarmament Section",1890,1925,11,27,1928,11,26,"British"
"134",6440,11412,"Alice Margaret Harvie",1,"Shorthand Typist","Second Division","Pool",1907,1936,9,28,1936,10,10,"British"
"135",6458,5090,"Paul Joseph Mantoux",0,"Director","First Division","Political Section",1877,1920,1,10,1927,1,15,"French"
"136",6474,5100,"Efraim Cardoso",0,"Correspondent","Second Division","League of Nations",1900,1933,1,1,1935,2,28,"South American"
"137",6476,5102,"James Arthur Salter",0,"Director","First Division","Economic and Financial Section",1881,1919,6,13,1931,7,14,"British"
"138",6477,5102,"James Arthur Salter",0,"Secretary-General","First Division","Reparations Commission",1881,1920,1,NA,1922,6,30,"British"
"139",6478,5102,"James Arthur Salter",0,"Expert/Specialist","First Division","Financial Section & Economic Intelligence Service",1881,1931,4,1,1931,7,14,"British"
"140",6479,5102,"James Arthur Salter",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1881,NA,NA,NA,NA,NA,NA,"British"
"141",6482,5105,"William Stephen Sanders",0,"Member of Section","First Division","Information Section",1871,1920,4,1,1920,7,14,"British"
"142",6484,5106,"André Sayous",0,"Member of Section","First Division","Economic and Financial Section",NA,1920,4,24,1920,12,31,"French"
"143",6487,5108,"Henriette Charlotte Schlesser",1,"Secretary","First Division","Deputy Secretary-General's Office",1877,1920,9,1,NA,NA,NA,"French"
"144",6488,5108,"Henriette Charlotte Schlesser",1,"Assistant Head of Office","Second Division","Personnel Office",1877,1933,8,28,1937,10,2,"French"
"145",6489,5108,"Henriette Charlotte Schlesser",1,"Expert/Specialist","First Division","Personnel Office",1877,1937,11,8,1937,12,31,"French"
"146",6490,5108,"Henriette Charlotte Schlesser",1,"Expert/Specialist","First Division","Personnel Office",1877,1938,4,25,1938,6,3,"French"
"147",6516,5120,"Peter Christian Schou",0,"Director","First Division","Minorities Section",1883,1936,7,2,1937,6,30,"Scandinavian"
"148",6517,5120,"Peter Christian Schou",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1883,NA,NA,NA,NA,NA,NA,"Scandinavian"
"149",6535,11412,"Alice Margaret Harvie",1,"Shorthand Typist","Second Division","Pool",1907,1937,5,10,1937,5,29,"British"
"150",6538,11412,"Alice Margaret Harvie",1,"Shorthand Typist","Second Division","Pool",1907,1937,9,20,1937,10,2,"British"
"151",6545,5141,"René Marie Frédéric Charron",0,"Director","First Division","Economic Relations Section",1894,1932,11,1,1946,7,31,"French"
"152",6566,5158,"Pierre Marc Siraud",0,"Member of Section","First Division","Information Section",1907,1935,8,26,1940,9,15,"French"
"153",6581,5165,"Georges Paul Solyom",0,"Assistant Secretary","Second Division","Legal Section",1898,1921,11,3,1922,2,2,"Swiss"
"154",6582,5165,"Georges Paul Solyom",0,"Précis Writer","First Division","League of Nations",1898,1922,8,30,1926,9,1,"Swiss"
"155",6583,5165,"Georges Paul Solyom",0,"Member of Section","First Division","Legal Section",1898,1926,9,1,1926,9,30,"Swiss"
"156",6584,5166,"R.G. Somervell",0,"Expert/Specialist","First Division","League of Nations",NA,1933,4,5,1935,4,7,"British"
"157",6585,11256,"Ann Margaret Lewis",1,"Shorthand Typist","Second Division","Pool",1912,1938,4,20,1939,5,31,"British"
"158",6590,11435,"Anne Terrace Heggie",1,"Stenographer","Second Division","Pool",1888,1927,5,4,1927,5,23,"British"
"159",6591,11435,"Anne Terrace Heggie",1,"Stenographer","Second Division","Pool",1888,1927,9,5,1928,1,13,"British"
"160",6607,11292,"Becky Lubich",1,"Stenographer","Second Division","Pool",1892,1927,5,4,NA,NA,NA,"British"
"161",6613,5193,"Juan Stefanich",0,"Correspondent","Second Division","Information Section",1889,1927,2,1,1931,12,31,"South American"
"162",6627,11297,"Brian Lunn",0,"Translator","First Division","Pool",NA,1921,8,29,1921,10,5,"British"
"163",6634,9711,"Catherine Barbara Kent",1,"Stenographer","Second Division","Pool",1897,1926,9,6,NA,NA,NA,"British"
"164",6635,5204,"Dr. Knud Stouman",0,"Statistician","First Division","League of Nations",1889,1944,5,15,1945,12,31,"Scandinavian"
"165",6659,9207,"Cecil Frank Clifford Davis",0,"Proof-Reader","Second Division","Pool",NA,1932,2,2,1932,3,18,"British"
"166",6660,11164,"Charles Henry Le Bosquet",0,"Interpreter-Translator","First Division","Pool",1895,1924,10,6,1940,7,3,"British"
"167",6665,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1892,1926,8,1,1926,9,27,"British"
"168",6670,5225,"Henri Gustave Lamba",0,"Member of Section","First Division","Legal Section",1862,1920,11,8,1925,12,31,"French"
"169",6671,5226,"Pierre Combret de Lanux",0,"Correspondent","Second Division","Paris Office",1887,1924,5,8,1934,6,30,"French"
"170",6673,5228,"W. Layton",0,"Director","First Division","Economic and Financial Section",NA,1920,4,1,NA,NA,NA,"British"
"171",6675,5231,"Essy Hjördis Lehmann",1,"Assistant","Second Division","Economic and Financial Section",1893,1921,5,5,1921,6,27,"Scandinavian"
"172",6676,5231,"Essy Hjördis Lehmann",1,"Assistant","Second Division","Communications and Transit Section",1893,1921,6,27,1922,1,1,"Scandinavian"
"173",6677,5231,"Essy Hjördis Lehmann",1,"Senior Assistant","First Division","Communications and Transit Section",1893,1922,1,1,1923,1,1,"Scandinavian"
"174",6678,5231,"Essy Hjördis Lehmann",1,"Secretary","First Division","Communications and Transit Section",1893,1923,1,1,1931,1,1,"Scandinavian"
"175",6679,5231,"Essy Hjördis Lehmann",1,"Member of Section","First Division","Communications and Transit Section",1893,1931,1,1,1939,6,15,"Scandinavian"
"176",6694,5237,"John Lindberg",0,"Member of Section","First Division","Financial Section & Economic Intelligence Service",1901,1937,11,8,1939,7,15,"Scandinavian"
"177",6697,5240,"Edward Mayor Hastings Lloyd",0,"Member of Section","First Division","Economic and Financial Section",1889,1919,7,1,1921,10,31,"British"
"178",6698,5241,"Godfrey Isaac Howard Lloyd",0,"Expert/Specialist","First Division","Economic Relations Section",1875,1935,11,26,1937,10,15,"British"
"179",6699,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1892,1927,9,5,1928,2,20,"British"
"180",6701,5244,"Luis Agustin Podesta Costa",0,"Legal Adviser","First Division","Legal Section",NA,NA,NA,NA,NA,NA,NA,"South American"
"181",6702,5244,"Luis Agustin Podesta Costa",0,"Under Secretary General","First Division","Under-Secretary-General's Office",NA,1938,1,29,1943,12,31,"South American"
